id_paquete,cedis,estado,hora_recolectado,hora_creacion,hora_entregado,hora_falla
e74164bd-3678-40bf-aa41-7186a42dbfe4,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T13:31:06.282000,2021-12-12T09:23:35.575000,
57744302-59f4-4291-80ac-d012c13ea73b,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T12:06:12.755000,2021-12-12T09:48:01.938000,
4ceace83-8988-4f9d-bdba-76dce36198b2,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T12:44:17.937000,2021-12-12T09:41:27.635000,
d0594a79-925c-4738-b1a5-c0e4fc485e53,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T10:52:28.216000,2021-12-12T11:10:30.773000,
de96f92b-cf25-4803-b0b9-ef4c434e4d79,CUERNAVACA 001,FAILED,2021-12-12T08:39:40.776000,2021-12-11T12:45:58.960000,,2021-12-12T12:24:10.937000
1229f3b6-96c1-45db-b283-217a56b66ba1,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T11:56:47.596000,2021-12-12T12:01:09.608000,
103ffd24-a181-4c57-a3b9-7e2b155eac68,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T13:22:34.998000,2021-12-12T11:28:52.865000,
93c814a7-ca43-476b-b04e-9b88e36782a0,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:39:40.776000,2021-12-11T10:49:17.380000,2021-12-12T09:56:24.134000,
b39aa1b2-92f8-43dc-9f3e-4bd48a52b7a2,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T13:32:11.831000,2021-12-12T10:35:09.277000,
0091e16b-e972-4ac7-9012-e6b6ed5dbcf2,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T12:21:33.732000,2021-12-12T12:28:20.731000,
45801ec0-122c-47c2-8921-5497a264aa00,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T10:47:30.679000,2021-12-12T12:47:40.866000,
1a2d4952-6e34-4707-a1c4-8e9afc7a931d,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T11:52:20.433000,2021-12-12T10:51:41.880000,
41bd61a7-b765-4272-8879-3bd10e9ef91c,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T10:55:27.677000,2021-12-12T11:36:56.178000,
aba1f40b-08cd-4bc6-b704-255aa613a76e,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T13:24:59.008000,2021-12-12T10:43:24.750000,
c1fcfc3a-10e9-4633-b930-edccf51e4f41,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T12:25:49.617000,2021-12-12T10:27:27.439000,
99cb493c-d1c0-4b47-88ae-c5ada637df7e,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T12:17:21.468000,2021-12-12T09:43:21.194000,
fb2a75f4-1b7f-4f3d-a2ff-d63a5ff2b57e,CUERNAVACA 001,SUCCESSFUL,2021-12-12T09:01:22.082000,2021-12-11T11:33:12.573000,2021-12-12T10:14:29.550000,
846a68c0-490b-4327-9df3-5522fcc2bd96,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T12:35:11.974000,2021-12-12T10:42:10.410000,
9aba0b5d-fbba-40c3-9d21-5b2b6bc9d3c9,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T13:32:22.158000,2021-12-12T10:51:26.795000,
3cd3ce70-86d8-418c-b430-5673bb5c3809,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T13:22:25.304000,2021-12-12T11:17:35.108000,
19c57074-66d7-401e-984e-e4abfce8d021,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T13:47:13.111000,2021-12-12T11:04:01.040000,
68515783-326c-4612-9812-28155edd0817,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T11:03:24.291000,2021-12-12T12:19:54.458000,
42e73284-bfed-463a-a100-98ca31d96fbf,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T12:13:43.571000,2021-12-12T09:41:33.724000,
eebb7a5c-d8f3-4e67-b77f-cb8bf723e6c9,CUERNAVACA 001,SUCCESSFUL,2021-12-12T08:27:22.561000,2021-12-11T12:23:32.030000,2021-12-12T10:05:29.124000,
5cad10a6-44f0-4f4c-aa55-41834d067490,CUERNAVACA 001,SUCCESSFUL,2021-12-10T08:53:46.539000,2021-12-09T20:56:36.043000,2021-12-10T10:35:11.710000,
85727f00-6527-48a8-a8de-b9af0d2cf0ef,CUERNAVACA 001,SUCCESSFUL,2021-12-10T08:53:46.539000,2021-12-09T18:30:04.112000,2021-12-10T11:20:37.342000,
e90c8099-ce3d-4b72-9008-87b97f8ad9f6,CUERNAVACA 001,SUCCESSFUL,2021-12-10T08:53:46.539000,2021-12-09T19:51:58.187000,2021-12-10T10:10:27.879000,
828dc4fa-9f47-4d33-9f1a-fd1a55135e44,CUERNAVACA 001,SUCCESSFUL,2021-12-10T08:53:46.539000,2021-12-09T15:57:14.029000,2021-12-10T11:36:16.710000,
90a18677-f1c9-4a62-9b89-304dbd0a3821,CUERNAVACA 001,SUCCESSFUL,2021-12-10T08:53:46.539000,2021-12-09T19:51:35.795000,2021-12-10T10:11:51.338000,
8b3e6e85-8164-40aa-9923-1f519e442dd9,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:17:09.846000,2021-12-09T12:47:42.538000,2021-12-09T18:34:47.856000,
dfdc5ccf-cf21-459d-80c8-e36682d1dd08,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T10:51:46.288000,2021-12-09T20:43:11.149000,
de95aa74-ceaf-49d7-a609-0eb2ae8e7a35,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T14:18:37.647000,2021-12-09T20:05:26.306000,
2b19a7ef-2db8-4f3e-a465-8a0085ac28b1,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T14:19:07.515000,2021-12-09T20:52:15.453000,
eb8d4625-9bc3-4f36-a8b3-57af493766cd,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T14:13:58.036000,2021-12-09T19:05:04.114000,
bc1ad21e-f425-4bce-8495-981f506c5dba,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T14:26:32.769000,2021-12-09T18:44:24.365000,
0527719d-03cf-4bbf-9c65-35b1514b42fd,CUERNAVACA 001,FAILED,2021-12-09T17:55:09.041000,2021-12-09T11:40:46.001000,,2021-12-09T21:34:58.444000
b0673d86-1b13-4849-aab5-63ba3d227a12,CUERNAVACA 001,SUCCESSFUL,2021-12-09T17:55:09.041000,2021-12-09T10:24:36.348000,2021-12-09T19:20:20.328000,
6502cd2a-5f15-4aa6-ae29-52f43964ec4a,CUERNAVACA 001,SUCCESSFUL,2021-12-08T08:49:17.300000,2021-12-07T19:50:38.146000,2021-12-08T12:42:31.777000,
5f652cb4-6260-4ddf-b8bb-2a4d16e160aa,CUERNAVACA 001,SUCCESSFUL,2021-12-08T08:49:17.077000,2021-12-07T19:14:47.607000,2021-12-08T14:11:54.649000,
aaa9b195-12d2-43fb-a9c0-ef2cd510f0b8,CUERNAVACA 001,SUCCESSFUL,2021-12-08T08:49:16.840000,2021-12-07T20:33:54.107000,2021-12-08T12:34:30.010000,
6f38e341-a458-4e1d-924e-e23e865eec25,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:00.674000,2021-12-07T15:16:55.272000,2021-12-08T10:15:05.629000,
34737422-4e7b-4df9-a193-7da80afb0288,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:01.600000,2021-12-07T19:05:53.711000,2021-12-08T10:21:43.164000,
1c50085e-51e6-4fd1-947f-5f22f6fd528f,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:00.906000,2021-12-07T18:26:01.829000,2021-12-08T10:46:46.166000,
9872a9c1-e021-4680-9724-83538a5dfb20,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:02.368000,2021-12-07T18:19:21.373000,2021-12-08T11:02:34.248000,
b17be9f4-eae3-4627-aac6-e6fac3c4f2ef,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T12:09:00.265000,2021-12-11T14:08:11.430000,
8da43d2c-4943-4e80-a36a-0178febe0072,CUERNAVACA 001,FAILED,2021-12-11T11:42:58.947000,2021-12-10T11:15:05.339000,,2021-12-11T14:40:28.499000
6cf8c1d2-958a-406b-9ffb-2af2855253e9,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T18:42:05.832000,2021-12-11T12:27:49.079000,
b8c58211-a48d-4dc8-b634-c4e899c16326,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T16:48:55.481000,2021-12-11T12:53:01.166000,
c1043f27-bd55-481c-ba12-9b918dd96d04,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T17:59:14.454000,2021-12-11T12:46:04.337000,
008e752f-8e9d-4464-a27a-df579ce00ecf,CUERNAVACA 001,FAILED,2021-12-11T11:42:58.947000,2021-12-10T17:40:37.497000,,2021-12-11T13:31:18.808000
a7f253b8-ff13-453e-ad0b-f5aaae1dc594,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T10:52:30.279000,2021-12-11T14:07:33.136000,
503aa3b1-c3b9-4206-885f-ab7a7cbe03d3,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T18:37:10.353000,2021-12-11T13:23:56.932000,
24507001-2058-4051-b0b9-de995c57b3a9,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T16:14:12.063000,2021-12-11T13:55:21.086000,
52a566b7-fb3d-4e81-a53f-ddc77a4b068a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T18:07:51.433000,2021-12-11T14:20:43.052000,
85c1a241-5bf3-4d77-a2a2-c6671db39f2d,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T16:56:56.164000,2021-12-11T12:34:34.861000,
75b0de9d-e9e2-430d-94a6-c4859be6de14,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T12:18:33.587000,2021-12-11T13:03:53.900000,
9833793d-eff2-4547-80a9-dd6b8e5f74aa,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T16:56:26.012000,2021-12-11T12:35:24.826000,
f66a4ee0-1236-4818-a8f7-23a4675f075b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T18:51:51.059000,2021-12-11T13:48:45.097000,
49a1d350-e65d-4baf-b0c9-e86028a9da0c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T17:28:53.083000,2021-12-11T12:16:22.583000,
76f28d81-abe3-42d4-a0dd-dc14da4b2236,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T14:51:15.672000,2021-12-11T13:12:35.825000,
cac920ed-7360-48c7-a843-a7a1b52e2302,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T14:45:33.780000,2021-12-11T14:16:08.651000,
ec30e767-0497-47b9-9da8-00b01d1e0cc0,CUERNAVACA 001,FAILED,2021-12-11T11:42:58.947000,2021-12-10T11:56:36.320000,,2021-12-11T13:16:03.116000
07574b7f-f5b2-4051-aa7d-a13b9273d260,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T18:11:09.679000,2021-12-11T13:44:49.587000,
b654d00a-77a6-475e-8a2d-a9e810a10f75,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T17:44:46.475000,2021-12-11T12:18:50.003000,
4681d8b2-65c0-4ddb-9c61-cf22cff947d1,CUERNAVACA 001,SUCCESSFUL,2021-12-11T11:42:58.947000,2021-12-10T12:04:32.151000,2021-12-11T13:00:14.298000,
96416d24-9489-44c4-a2ec-43317fcecff1,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:31:56.941000,2021-12-07T13:36:43.387000,2021-12-08T11:01:43.984000,
2472679e-648f-41dd-9cb6-ef0385e8ea70,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:31:57.558000,2021-12-07T19:07:12.340000,2021-12-08T11:42:45.513000,
cee91c7e-f110-4cd6-a827-01f2df224830,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T12:48:40.348000,2021-12-09T10:37:18.460000,
7d04b41b-806d-43bf-9a45-fc46416a04bf,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T11:20:30.198000,2021-12-09T10:36:58.595000,
4c08118e-0f2b-44bc-81d4-06431558acd6,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T13:52:29.007000,2021-12-09T09:47:30.947000,
0b8f9585-3734-4036-94ac-8e83b476b965,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T11:13:44.281000,2021-12-09T09:46:08.506000,
bb398597-a60b-4687-b8d3-4392952007ad,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T10:46:41.937000,2021-12-09T10:36:34.075000,
978f4a91-7f81-4524-850e-c7911b262561,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:35:28.246000,2021-12-08T11:30:18.392000,2021-12-09T09:31:24.342000,
27acd31f-8ef3-48c2-9de1-5eefd0a50100,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:34:50.501000,2021-12-11T11:54:14.835000,2021-12-12T09:31:10.371000,
fe5b07eb-5985-4166-98c1-f65fdde27cc0,CUERNAVACA 001,SUCCESSFUL,2021-12-12T07:34:50.501000,2021-12-11T13:16:47.124000,2021-12-12T08:59:25.436000,
228df330-03a4-4ed5-955d-0bb2b01c9549,CUERNAVACA 001,FAILED,2021-12-12T09:25:52.787000,2021-12-11T12:01:02.366000,,2021-12-12T10:30:25.746000
7b82d688-916b-48b9-ad8f-ae45811508e1,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:39:41.938000,2021-12-08T15:47:07.394000,2021-12-09T10:41:36.222000,
5f5669ef-184a-479b-a511-0d6960cd40cf,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:39:41.938000,2021-12-08T10:30:45.550000,2021-12-09T10:26:56.334000,
99ac8772-a872-4232-83af-a1c70eb0af2c,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:39:41.938000,2021-12-08T13:09:29.669000,2021-12-09T09:49:10.826000,
0b0600bd-d292-48fc-a38b-7b24719f06ac,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:17:05.936000,2021-12-11T11:33:39.184000,
5ff0fac7-0750-433c-8125-1065b0a9aacc,CUERNAVACA 001,FAILED,2021-12-11T08:09:25.019000,2021-12-10T11:02:47.576000,,2021-12-11T12:24:46.267000
d2ccdbcf-ea5a-412d-91f1-5b9a5eb18697,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:15:44.800000,2021-12-11T13:49:52.762000,
62caec57-b43a-46e3-ac79-7a667575ac45,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:21:34.643000,2021-12-11T11:00:31.295000,
cf73fd7a-d19f-44d6-94df-3f141b5ba35b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:43:55.381000,2021-12-11T10:26:21.690000,
123e3a94-7f7c-44ab-9bae-9ca42251c2a4,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:04:30.843000,2021-12-11T09:15:43.529000,
238429de-b08d-4c73-aafe-1494ff000557,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:14:00.081000,2021-12-11T14:11:25.471000,
dde0d1cd-bb1d-4ad8-860b-76fbf95c5c5b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:22:59.231000,2021-12-11T12:49:18.307000,
32526b72-a448-46d4-a785-c4f3b10edd0c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:22:58.279000,2021-12-11T10:51:55.911000,
e0a57728-1393-42e5-b534-d89e25e00c4a,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:07:28.904000,2021-12-11T14:58:12.255000,
84d9ccce-d3b3-4ddb-8567-bcb1e9d61973,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:13:18.233000,2021-12-11T11:31:10.268000,
af330bb4-4174-427b-a81e-bc6036c5eab3,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T09:10:31.614000,2021-12-11T13:07:36.048000,
23a16bad-e5c5-463c-9e17-6c46508962b0,CUERNAVACA 001,FAILED,2021-12-11T08:09:25.019000,2021-12-10T10:50:34.224000,,2021-12-11T14:01:58.632000
fb44eced-7a82-4606-b1bd-a6325c510826,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:22:16.524000,2021-12-11T10:44:01.586000,
8e9584ee-e5a1-41a1-9486-a28d77c8f2b4,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:20:03.646000,2021-12-11T10:36:53.277000,
9ad5ddec-7474-4b7d-9f7d-056c34a42b93,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:43:48.155000,2021-12-11T12:35:20.138000,
08d025c5-2d01-49a9-a58b-1131b0413130,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:06:58.202000,2021-12-11T14:55:50.002000,
b2eb2929-4c5e-40a9-8e62-2354a1bbaf50,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:29:28.814000,2021-12-11T11:21:38.075000,
4e9295cb-6846-4a77-96c2-eb39f6776493,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:19:15.744000,2021-12-11T14:39:52.929000,
e97552c8-2bb1-4e75-ab49-cf32003f1482,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:03:16.718000,2021-12-11T13:35:30.050000,
fc662f77-d6c2-4c91-bd53-94fd38010302,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:11:22.690000,2021-12-11T11:49:19.258000,
e195c609-40f3-4f00-bf40-509613f45c18,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:18:29.969000,2021-12-11T09:26:28.977000,
156f34ed-79aa-4851-badf-86839cad0396,CUERNAVACA 001,FAILED,2021-12-11T08:09:25.019000,2021-12-10T12:04:06.872000,,2021-12-11T12:44:19.132000
00b8dd54-7d5d-4b01-910e-1744d505572d,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:20:02.036000,2021-12-11T12:56:53.010000,
05313f72-6043-4afa-9d26-fa10e2f28d5c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:38:25.186000,2021-12-11T14:51:08.339000,
87d65d61-8188-4ffb-87e8-44a4b2a145bd,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:10:51.032000,2021-12-11T09:43:25.794000,
80437c12-d7df-49f3-80f7-49b286e56edb,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T12:13:55.728000,2021-12-11T10:04:11.206000,
407c8813-2650-4f66-aca5-795405b11205,CUERNAVACA 001,FAILED,2021-12-11T08:09:25.019000,2021-12-10T10:28:44.210000,,2021-12-11T15:02:31.230000
53e9d8f3-085d-4510-852e-f982beea35ae,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T09:59:22.992000,2021-12-11T13:16:13.016000,
c96913a8-5e97-4c88-b4f2-ae845697c497,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:17:29.679000,2021-12-11T13:27:00.251000,
e2b21276-4c64-435e-bbc2-95839036488e,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:54:02.506000,2021-12-11T10:15:42,
ffa11b81-5fcc-4e85-b0d2-5def9049b107,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T11:07:47.746000,2021-12-11T14:27:39.181000,2021-12-11T12:00:37.977000
ff96a300-790a-41f6-874d-c1ff37fe1b2b,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:09:25.019000,2021-12-10T10:59:11.915000,2021-12-11T13:34:58.691000,
a4a078e2-6d6e-4688-8682-7531e5c0e803,CUERNAVACA 001,SUCCESSFUL,2021-12-09T08:31:10.936000,2021-12-07T19:08:15.449000,2021-12-09T10:23:43.963000,
607788c5-ad2e-4022-8414-e05756c26c6b,CUERNAVACA 001,SUCCESSFUL,2021-12-10T10:45:40.957000,2021-12-09T20:23:50.223000,2021-12-10T13:46:46.949000,
70477119-1bbf-4a17-91ff-563d3cd1061f,CUERNAVACA 001,SUCCESSFUL,2021-12-10T10:45:40.957000,2021-12-09T19:43:49.685000,2021-12-10T12:55:56.230000,
1d0cb309-ee00-433e-bdab-f6d3a99046d2,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:07:11.377000,2021-12-10T10:27:09.049000,2021-12-11T08:53:17.021000,
d05142e1-e721-415e-968e-a256814a7fee,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:07:11.377000,2021-12-10T10:49:50.623000,2021-12-11T13:02:10.608000,
f2ff5b55-bf0d-4c42-a1ce-10bc676e5d36,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:07:11.377000,2021-12-10T12:14:34.937000,2021-12-11T09:04:21.985000,
50de3323-f49c-4609-a5ac-ed18502b5cd0,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:07:11.377000,2021-12-10T10:22:28.102000,2021-12-11T09:15:38.669000,
91e2c136-784e-41bc-b571-effd8f965244,CUERNAVACA 001,SUCCESSFUL,2021-12-11T08:07:11.377000,2021-12-10T11:06:28.670000,2021-12-11T13:29:18.484000,
f6f42575-b1c5-41b9-8333-d2564cca766d,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:49.339000,2021-12-07T14:20:30.173000,2021-12-08T10:39:49.561000,
f61084ab-e860-4bc6-87f4-d9df08a902b5,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:47.818000,2021-12-07T18:31:01.308000,2021-12-08T10:52:23.384000,
eb10e6fe-bb3e-4f0c-a36e-7657ab416b32,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:47.602000,2021-12-07T14:39:46.828000,2021-12-08T11:47:33.207000,
8a029b49-4680-41c7-8a75-18ffd4b26288,CUERNAVACA 001,FAILED,2021-12-08T09:49:50.060000,2021-12-07T19:38:11.539000,,2021-12-08T11:38:04.595000
272a700c-6f76-4695-ac96-556f66979778,CUERNAVACA 001,SUCCESSFUL,2021-12-08T09:49:48.599000,2021-12-07T17:05:53.296000,2021-12-08T11:09:58.276000,
3264da35-f586-49d1-bebb-5709290d80cf,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:20:05.973000,2021-12-10T11:13:30.297000,2021-12-11T09:09:07.258000,
7401142e-ddcf-4a47-ae7d-f2172d612e67,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:20:05.973000,2021-12-10T12:08:54.352000,2021-12-11T08:37:44.787000,
32abf5a9-14e2-491a-bd4e-937c17bd9a87,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:20:05.973000,2021-12-10T12:25:49.989000,2021-12-11T10:34:12.163000,
ee81e60f-78c7-4a9b-ab13-d54d6864e90c,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:20:05.973000,2021-12-10T12:02:42.147000,2021-12-11T08:05:34.455000,
b3cf2300-6da6-40fc-ad78-c3e633350e24,CUERNAVACA 001,SUCCESSFUL,2021-12-11T07:20:05.973000,2021-12-10T12:05:25.851000,2021-12-11T11:07:30.079000,
