,id_paquete,id_monitoreo,arreglo_estado,complemeto_estado,fecha_creado
25,0049a4b4-3961-460e-b631-399a70bfba2e,YVE57FAUETAHAOVQL5FG,DELIVERED,ORIGIN_SCAN,2021-12-11 16:54:43
26,004c2f96-a308-4da9-af8e-b6170887e688,YQKSJUP0YTU0SQX3KPA5,DELIVERED,ORIGIN_SCAN,2021-12-11 12:10:30
27,004d2053-a310-4438-b941-e676abb9a104,HNCVSUXVPSJHBA3XQ1QT,DELIVERED,ORIGIN_SCAN,2021-12-10 11:32:27
28,00579c54-508f-4051-baa8-9cb2deb592bc,2C8BCY9LNDDNYMIBUZFA,DELIVERED,ORIGIN_SCAN,2021-12-11 10:49:30
29,0058c981-6a3e-417f-bd5a-0fc2ffe74513,QHFHXYQRSLHAQBPLI9AE,DELIVERED,ORIGIN_SCAN,2021-12-11 01:02:28
30,005d32e8-6f4b-41fe-8c14-8542ac89023a,CTX7FLNYAMEHJWZGZPBD,DELIVERED,ORIGIN_SCAN,2021-12-10 10:15:28
31,005d8470-d2d9-4b2c-9bdd-033c5301bc4f,EV7THPZC0LSIIQI4IKH4,DELIVERED,ORIGIN_SCAN,2021-12-10 11:27:21
32,005f4bd5-0f07-44a2-bf23-3714364ec7e2,3UGIA8Y9OIV25KECARPC,DELIVERED,ORIGIN_SCAN,2021-12-10 16:17:19
33,0064c99b-bb2d-4ee8-942d-f1b74383bab7,NC1KMXTSDXGFM5Y0IUIC,DELIVERED,ORIGIN_SCAN,2021-12-11 11:57:21
34,006a6b06-f264-4f56-9c70-1ae489eefc23,VV2P7MNX5G05STSICCDP,DELIVERED,ORIGIN_SCAN,2021-12-11 12:09:30
35,0076fab6-135f-495b-a364-fbeb53eecf54,FWZ2H2LEMS9IPGYUZOJP,NEXT_IN_ROUTE,ORIGIN_SCAN,2021-12-10 13:35:56
36,0080a35e-29f8-4215-aa00-e1cc004447f6,VQW1SGBDF6RROAJTUS9S,DELIVERED,ORIGIN_SCAN,2021-12-11 11:45:15
37,008117d0-b0d7-4c41-bc0e-c2ef7c6b23f3,ZXN6389K8RI8TRZ5B7JQ,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-11 11:55:52
38,0083c9c3-63c1-4839-81d6-c3ccc9c6de4b,WPSUMGMGOKPO1YLKZJES,DELIVERED,ORIGIN_SCAN,2021-12-11 13:17:32
39,008429d1-65f6-4fb4-bca8-b5fa7c662753,V9MMPNEPS27WRTTZQPCO,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 12:03:16
40,00877915-aa07-4866-b245-17637265f6d7,Q0VWH4FRE8KX3UHMUQ0Q,DELIVERED,ORIGIN_SCAN,2021-12-09 20:36:51
41,008dee8c-0a00-4fac-a266-472370b10ee4,GDAESTRVUEIVZ6DECJYU,DELIVERED,ORIGIN_SCAN,2021-12-11 17:30:29
42,008e752f-8e9d-4464-a27a-df579ce00ecf,VBHB84POJONJUH9YRHUH,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 17:40:45
43,0091e16b-e972-4ac7-9012-e6b6ed5dbcf2,IXOPV6IGANCL4LCBJKLK,DELIVERED,ORIGIN_SCAN,2021-12-11 12:21:40
44,0093b1c2-bc23-4184-9116-40c07b676061,BTPVMEGDMA2DRN1BYWJG,DELIVERED,ORIGIN_SCAN,2021-12-11 14:48:16
45,0094fc50-4635-407b-962b-7ea8de68e088,TIDSDA9WM9ROVVPEREQT,DELIVERED,ORIGIN_SCAN,2021-12-11 10:11:59
46,009ce7ec-cd7d-4471-95df-6be4c62110b5,T04QDDRGG72IJAYLDEOS,DELIVERED,ORIGIN_SCAN,2021-12-11 10:48:12
47,009d638c-1948-4581-a9f6-cbaa90539973,RKNBUBJNOXEOKTOWKWAQ,DELIVERED,ORIGIN_SCAN,2021-12-10 10:32:32
48,00a60943-8683-4911-9d30-9594d3f587b0,5TW8NNBUAJFOFHQDZDSA,DELIVERED,ORIGIN_SCAN,2021-12-11 09:45:47
49,00a69dfc-b27b-4259-ac19-6f7cd2c449dc,UYHOPRQAV8A3E3DSECC9,DELIVERED,ORIGIN_SCAN,2021-12-11 11:38:10
50,00a6e6fc-b0d8-4459-ba7c-678970f5a55c,KMBS9IPeWH54QnoG2Ujg,NEXT_IN_ROUTE,DELIVERY_ATTEMPTED,2021-12-10 17:34:24
51,00a9313d-7dc7-41f1-8196-91f5813b6fb8,VQFAGTDOXXAU3CENWZSZ,DELIVERED,ORIGIN_SCAN,2021-12-10 12:40:02
52,00a9dcd6-c470-4906-b730-e150298beea4,UGIRUJUB24F1WGTBTDYT,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 16:48:45
53,00aab6e8-f1ba-45f7-a460-7b06b58b1eb3,SBMOGR5A5NAMFCFMPCLZ,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 14:51:38
54,00adc179-d393-4f20-9b12-3c6c355b3e60,PF6MDRBPHNSKZ0KJSNG1,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-11 10:33:51
55,00b8dd54-7d5d-4b01-910e-1744d505572d,TSCGTKPJCRV9DN4VN2WF,DELIVERED,ORIGIN_SCAN,2021-12-10 11:20:09
56,00b9064b-4f8f-4407-89e0-66fa081207c9,MJNNSOXG1HOO2AJWFYW5,DELIVERED,ORIGIN_SCAN,2021-12-08 12:16:31
57,00bb62c4-acdf-42ac-a014-6f0d7c81fd5f,1UHWFBMNTJIFHGBUWXLT,DELIVERED,ORIGIN_SCAN,2021-12-09 11:24:08
58,00c1cc44-d211-41fd-8664-51772286adcf,39HG2DXMDHFKAGS9DVNB,DELIVERED,ORIGIN_SCAN,2021-12-10 10:52:29
59,00c2b105-44be-4a54-8324-1c0db5ecc9d6,FGIMU9D2VKP7OPTAJCQ8,DELIVERED,ORIGIN_SCAN,2021-12-11 12:47:18
60,00c5f666-0e38-4665-83a2-2052b9f50f60,ECE0LZV4PKKYCWGXS0NH,DELIVERED,ORIGIN_SCAN,2021-12-11 11:27:53
61,00c71256-1260-44ee-9890-f1d6ca0be3e2,WDFC3GOPDEJG2Z741IUC,DELIVERED,ORIGIN_SCAN,2021-12-11 12:51:58
62,00df76f3-af76-4f48-992b-352808ae92be,YWZUJBONZ1UHQE7NLF6Q,DELIVERED,ORIGIN_SCAN,2021-12-11 12:41:27
63,00e24c2f-b777-4167-9510-6bae4b0b5442,T0ZF9DRFJA6SY9ZDNTBY,DELIVERED,ORIGIN_SCAN,2021-12-10 13:59:50
64,00f1806c-a5eb-449d-a9de-8ec1a20312fb,ZUHO74YJNYVOJLRXEU6P,DELIVERED,ORIGIN_SCAN,2021-12-10 14:50:45
65,00f71332-eb71-461c-ba03-ab3859317dca,UCPLCAGEWPUOVY2PRHV0,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 15:13:24
66,00f7adb1-ea98-4ae3-984c-d2c35ada25e3,NKI76HANB0ZCNTQU7PTX,DELIVERED,ORIGIN_SCAN,2021-12-10 12:22:09
67,00ffc22f-98e8-45e3-a432-bb080bc3743b,YXCJIFW7NE9LXWBJMIZT,DELIVERED,ORIGIN_SCAN,2021-12-11 10:52:56
68,0104c90f-034e-4b13-8c3c-8a3fc2ba79c9,T9XwLfvDJFEnQ2E8olJp,DELIVERED,ORIGIN_SCAN,2021-12-11 11:26:17
69,010dae80-1d44-4666-80be-3d6a346ab8e5,TOPRKJA28DFRR4ANXUYP,DELIVERED,ORIGIN_SCAN,2021-12-10 13:35:06
70,010f2779-bc67-4ec9-ad7b-9d02a7825587,Z98SME3EXKUMZETTLN2S,DELIVERED,ORIGIN_SCAN,2021-12-10 12:29:04
71,0111a40c-9b61-4882-905b-27f3a979a407,HKPITZQIHZ8OHOBZHLXS,DELIVERED,ORIGIN_SCAN,2021-12-10 12:47:54
72,01129417-106f-4e04-97f8-70b424108f43,AEYNAYPZVFOKQRHZL2Y0,DELIVERED,ORIGIN_SCAN,2021-12-10 10:00:28
73,01158261-10fd-4497-baad-142e9aeb32e9,8IHGFPTLCJDLQB1FSCRB,DELIVERED,ORIGIN_SCAN,2021-12-10 13:48:43
74,0117c731-0c32-4e41-b974-2085e858e1f3,QNKFG4VOPPCRCIJRPPNS,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 12:03:54
75,01225576-92c3-420c-9a89-a7f2fa2420b9,LEQJFURZUOU9H1JDT56Z,DELIVERED,ORIGIN_SCAN,2021-12-10 11:29:31
76,0128e9ef-80a0-4113-8be2-bd108f142801,LDI7IABO3JFKIAHSSWX8,DELIVERED,ORIGIN_SCAN,2021-12-10 13:34:04
77,013319fa-b37f-4e93-8c48-94c64423ba51,8GGHVSQXOUSZZIVVGFBK,DELIVERED,ORIGIN_SCAN,2021-12-10 13:16:31
78,01342d35-543d-4f84-91da-25f22c696fdd,LQ1EDDE8NHLTFD7OQYAC,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-11 10:31:29
79,014188fe-9674-4127-8e37-beafa637f3e8,IXXCLPPQRT2ATLZBBUZZ,DELIVERED,ORIGIN_SCAN,2021-12-08 13:12:09
80,0145e600-d663-4dc5-816a-9dc494eabe48,5FVMB0L1GPRCYGTTOV4O,DELIVERED,ORIGIN_SCAN,2021-12-09 17:26:10
81,01466557-a39e-4fad-a31c-6b503b3beef7,YZ0RK4DBJVAQJTXIPWVY,DELIVERED,ORIGIN_SCAN,2021-12-10 13:42:38
82,01471ec6-62a6-4ccf-9ea9-30b2dc5c8599,HSLZKHOYOVHAUJM0HAKS,DELIVERED,ORIGIN_SCAN,2021-12-10 11:35:12
83,014728be-eb67-432b-a02d-7dcd11f3a503,D6SROWRDHMRRB8LAZTZL,DELIVERED,ORIGIN_SCAN,2021-12-09 11:03:18
84,015221d5-6b11-4d89-936c-47b9c6408199,CVKpwCXI5nouRiSAIC3b,DELIVERED,ORIGIN_SCAN,2021-12-10 18:29:50
85,015272cf-3c7d-40c9-93b9-9e10e04af483,SHC8QIAQS9P6JSBDWTP2,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 09:01:04
86,015344eb-df91-4227-b572-45d80ea6f59a,GG4CN0HMHDQTAI0LJ6ZA,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 11:01:50
87,0158536c-332d-4041-b313-5f3617cfe4bc,DIUOLADTPQWBTTF8SCT1,DELIVERED,ORIGIN_SCAN,2021-12-09 11:40:51
88,015efd8d-9006-4ee0-841c-63e2475d33f9,PDFDNXJ4M30ZQSOBHLTB,DELIVERED,ORIGIN_SCAN,2021-12-08 14:39:39
89,0163798e-99e4-40aa-ac30-63b54765efe0,ZDWXNB6OQ0OXUKJATODP,DELIVERED,ORIGIN_SCAN,2021-12-11 14:44:51
90,0166f2d2-25b0-4d1a-a82a-2b98a0186f10,UBCFHEV3ECMTLQA2VPBP,DELIVERED,ORIGIN_SCAN,2021-12-11 11:25:09
91,016ae4ed-395c-4fa0-966b-c002e140f85e,NRV3BBATNW7QED8CNXI0,DELIVERED,ORIGIN_SCAN,2021-12-08 11:47:43
92,016b9439-0644-449d-a5ff-717fa3d2f627,YORHWYC08YO7MAFDMHAJ,DELIVERED,ORIGIN_SCAN,2021-12-11 10:48:20
93,016b9d46-226c-4ebc-8043-43dc20ca34c0,HFS2FPJLAUMWAAGAPC8M,DELIVERED,ORIGIN_SCAN,2021-12-10 11:19:03
94,0176b10d-5a6e-405f-b038-ffcbe64c99e7,ADUUDVTM1MAE3S7SJPYX,DELIVERED,ORIGIN_SCAN,2021-12-11 09:30:18
95,0179a45e-1115-427d-8824-2c8b24b944e0,UUGLYHJREYACVVL1QXWW,DELIVERED,ORIGIN_SCAN,2021-12-11 12:35:53
96,017d4ad8-1af9-4a86-9f11-849f95cef1e3,UKUM3YB8HDKDY44VACGA,DELIVERED,ORIGIN_SCAN,2021-12-10 10:09:47
97,0180f3a9-167d-4b9f-b126-2d8a8c4aa8f1,XGL0HBRB6FCUHP6H4XND,DELIVERED,ORIGIN_SCAN,2021-12-10 12:32:45
98,01827bac-d4c4-47c0-be12-c4270218976b,NXWT0IBJASFJE4TO2QSF,DELIVERED,ORIGIN_SCAN,2021-12-11 10:47:39
99,0186fa26-d8ea-47ac-84fd-394189d695f7,KYA3GYFDSONJA4E4MTMG,DELIVERED,ORIGIN_SCAN,2021-12-10 10:13:54
100,0187c875-1a7e-4152-a08e-f7b850ef02b8,FZLIKKDV0WAEHOKOZR0V,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 19:12:22
101,01887ed9-80be-4e58-9fe0-660d496a6fad,X7JPBQMTDNLDQZGEY6HX,DELIVERED,ORIGIN_SCAN,2021-12-09 14:51:11
102,018e4f45-bfce-4757-97ff-361e3df1945a,FMVYYZ1BXJVR53ILPZZI,DELIVERED,ORIGIN_SCAN,2021-12-11 12:07:50
103,0191ce59-ca3b-4648-8aa6-caff0ed41d1f,TVXBONJH7ALNKBVKC0MA,DELIVERED,ORIGIN_SCAN,2021-12-09 16:36:14
104,01986d74-0f3d-4213-8ffb-48e61fe644f9,SNKJRIY3IRLYK7NMSVCI,DELIVERED,ORIGIN_SCAN,2021-12-11 16:43:45
105,019fbd7b-6b9c-438d-accb-10a09069f616,rlhl3hrp4eOX5g8DvUvf,DELIVERED,ORIGIN_SCAN,2021-12-10 09:13:23
106,01a22635-c7b0-42ff-a6b8-656ef7626871,KshCHL7Rz46sym8bCpGY,DELIVERED,ORIGIN_SCAN,2021-12-10 23:06:29
107,01a2d691-1c3d-44c9-96cb-9fa40a1b7ccf,AESPQH1EDPUUSWQAIENC,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 11:06:59
108,01a407ce-94ec-4dd5-b578-4b569e71fba9,XF0XRTFXLSQXBFJW8IUD,DELIVERED,ORIGIN_SCAN,2021-12-09 20:59:35
109,01a6c7eb-ced6-4a8e-9752-b49025eff845,GQAC96IEJLZZLT1ZUD7U,DELIVERED,ORIGIN_SCAN,2021-12-10 10:45:13
110,01a78a93-5bd8-4825-a667-300c7a9176db,3BT4AGNDN4FXFPG2TZZB,DELIVERED,ORIGIN_SCAN,2021-12-09 19:04:44
111,01ae8e40-a2d0-4a96-9e9d-f5a76cc92eb0,L0M31B7ZKNSPEJCE55FW,DELIVERED,ORIGIN_SCAN,2021-12-09 15:36:54
112,01b2ed68-99dc-45ee-afa3-a88e2d27fe82,zmugPv3sR92HrN0CnDm7,NEXT_IN_ROUTE,ORIGIN_SCAN,2021-12-11 12:25:51
113,01b43e96-5e42-479a-a013-e80a6f75743b,W7UCR6BA6WROX9NXUTUG,DELIVERED,ORIGIN_SCAN,2021-12-09 11:17:33
114,01b6889a-b684-4d0b-9062-ba981e58dc5a,BOYMEGGQQDK4ESSXPEXE,DELIVERED,ORIGIN_SCAN,2021-12-11 11:13:34
115,01c839d0-2745-4c7f-af86-5e317ff93a18,RYZZ4KUIKEWYREEFY97T,DELIVERED,ORIGIN_SCAN,2021-12-11 16:41:09
116,01c8bcbd-a54a-460a-9c8e-022541ad8374,0CJFTXFMR9VAUCDEWVW4,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-09 15:42:05
117,01cc7015-9587-4f07-82e1-42fb44666143,2YOXJPZ2PMGHSZOFTOEY,DELIVERED,ORIGIN_SCAN,2021-12-09 19:11:10
118,01cd6c44-ad4d-4bbd-9527-b5c96b169b4a,R5JP6GKGNXKXWXUKCPPG,DELIVERED,ORIGIN_SCAN,2021-12-09 19:33:27
119,01cf4571-7951-432f-98df-bf100aa3d42c,CZYMEMFIHFURJSYEZARJ,DELIVERED,ORIGIN_SCAN,2021-12-11 12:21:55
120,01d62d9e-40cf-4c10-8181-006c320812aa,QEFUC9S9FCZEYBAHUHWL,DELIVERED,ORIGIN_SCAN,2021-12-11 11:10:37
121,01dc6f9d-05a7-4f98-8c54-d8dbb9d002ae,WY1BBSMF21SRSGBFXWPR,DELIVERED,ORIGIN_SCAN,2021-12-10 11:22:48
122,01df84af-d2f7-4f23-8747-5ad749ced51e,ABRX6IZJ2Z3ZVLGQAVEB,DELIVERED,ORIGIN_SCAN,2021-12-10 10:42:12
123,01e205e8-a768-48f4-be25-1aaeae8784d8,H7GUXA7AI2865CMI2NMT,DELIVERED,ORIGIN_SCAN,2021-12-11 10:34:51
124,01e8254e-522a-45ad-9ad1-30fc3d3d9123,FGdnhS4ypzxnXflOwDJ9,CREATED,,2021-12-11 12:25:57
125,01ec98dd-37cb-4692-af1e-62525844c17e,ZA3BCEWGR2OUN2RFONHG,DELIVERED,ORIGIN_SCAN,2021-12-11 11:23:32
126,01f63ad8-9759-4adc-bb12-59712bd40296,dwIs2v1nPdou5Wx0QvmX,DELIVERED,ORIGIN_SCAN,2021-12-10 17:05:33
127,01f81afc-610a-4545-a57b-68077369860a,C597rqANCuoxy5gTnSYS,DELIVERED,ORIGIN_SCAN,2021-12-09 22:11:44
128,01f87730-b4ac-4555-9041-386cf13785bc,MFLC6BOG9AH2DFYRGBAB,DELIVERED,ORIGIN_SCAN,2021-12-11 12:45:56
129,01facbb7-963a-4da1-b397-5f20ae2c8076,ENAJWPOP7YHAJ0KQVVNW,DELIVERED,ORIGIN_SCAN,2021-12-10 11:30:55
130,01fba0ce-1b8a-444e-b2fb-ca5c75f00b12,3EJHBKITK9I7TQLS0RQU,DELIVERED,ORIGIN_SCAN,2021-12-11 11:36:17
131,01fe1334-ae29-4f25-89f2-c03f8fa433ba,5EE0AWTELL6MK19OF71P,DELIVERED,ORIGIN_SCAN,2021-12-10 13:57:12
132,01ff2c27-9e16-41d3-a920-21d61f447554,LGZFA4QULDBZ9NKZGRP7,DELIVERED,ORIGIN_SCAN,2021-12-08 19:44:14
133,02017f78-c1a7-40c7-84f1-d36dd6fa2bc3,HELKJQMAPOCOXV1XSVF0,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-11 15:15:48
134,020579a3-367e-4006-b9bf-1d61ba916b37,4OCBWEJ6SLDJWAFQHSIJ,DELIVERED,ORIGIN_SCAN,2021-12-11 04:31:31
135,02188836-28e4-4e51-b524-b6b90dbefc65,RIOTRVZLPLR6SRERKZBR,DELIVERED,ORIGIN_SCAN,2021-12-11 16:05:30
136,021d0921-e4c8-4754-9b9e-8ba22513350e,G6KGEPKS3VDYECWBYR13,DELIVERED,ORIGIN_SCAN,2021-12-11 12:18:48
137,02296560-e174-42e1-a410-bfedafe453b1,QCYDAYA0VAFAZH4SBDDO,DELIVERED,ORIGIN_SCAN,2021-12-11 10:38:00
138,02319c71-1809-4d03-a138-b4d2827cda07,BGXRWCJRE6RWZEB9UJEN,DELIVERED,ORIGIN_SCAN,2021-12-10 10:03:39
139,0237bdcd-691a-4bba-8278-53cd782f60c5,K5A9JBJ9J6YQEZ3ARH8D,DELIVERED,ORIGIN_SCAN,2021-12-11 17:47:22
140,023f7e1a-fe1f-4380-88c9-304e891c6ab9,VUHQZQDQFUMTGU8XMMWQ,DELIVERED,ORIGIN_SCAN,2021-12-09 11:34:10
141,02431e4b-52d6-417f-8216-37435fd97a81,IG3ADUFABXXOBDU9RN8J,DELIVERED,,2021-12-11 00:53:02
142,0252b6c5-243d-45e2-b403-4fbffa7ee45a,Q5GZ1HTFBHSPXYUV40F5,DELIVERED,ORIGIN_SCAN,2021-12-09 12:36:10
143,0260b81b-1204-477a-9cc2-afe6f03499f1,IT7XGVXEPOTBM87RFYMV,DELIVERED,ORIGIN_SCAN,2021-12-11 11:09:12
144,0271b1b8-b6f2-4597-b5c9-5c4c611bf060,NWRNEV1FE6NA29V1AKN2,DELIVERED,ORIGIN_SCAN,2021-12-09 10:54:12
145,027490b7-e667-4de7-87bc-b55a9b42e0e5,TBSEYKH5DDKJPZWGXIBN,DELIVERED,ORIGIN_SCAN,2021-12-11 17:56:51
146,0276d5ce-61d6-4e54-a548-d7106209964c,0BTCYYWZRMRMMUOWIOX2,DELIVERED,ORIGIN_SCAN,2021-12-10 14:12:15
147,027789b4-8329-4638-867f-ab6b282ac08a,9GAJ9W3XQMLFF7B9TODZ,DELIVERED,ORIGIN_SCAN,2021-12-10 13:21:56
148,027a0168-8eac-4a83-990f-cda436858bc6,04KBP6KAEW6WEPYX9BUW,DELIVERED,ORIGIN_SCAN,2021-12-10 11:29:01
149,027ac78d-8997-450b-bb2b-c528d681a6e1,Ct6sYSadyQTgqUIFIMEV,DELIVERED,DELIVERY_ATTEMPTED,2021-12-09 15:21:30
150,0288362b-4a5c-4b0f-835b-b64833e7a103,1JZJIOCDI1AGKEUHRJRM,DELIVERED,ORIGIN_SCAN,2021-12-11 11:27:29
151,028aa504-2bd5-44c3-a802-155aa8969788,KNOWJCQIZWSC5RBT5OMY,DELIVERED,ORIGIN_SCAN,2021-12-11 14:08:57
152,028acd50-0201-418d-82fa-f5b519331fee,EZV2GLXPXKGYBNLSAGTF,DELIVERED,ORIGIN_SCAN,2021-12-11 14:54:48
153,028b19d6-32ec-4c1a-b456-3e9c2ee1d511,I4UV6BNGFXRFIDCT5695,DELIVERED,ORIGIN_SCAN,2021-12-10 10:18:44
154,029157f4-0713-46d0-92fe-cd0a54ba685f,OASGHRLBONBQVZCS7PUO,DELIVERED,ORIGIN_SCAN,2021-12-08 11:56:37
155,02996af5-e3ee-447c-9f48-82b782a79744,1S24AFMS8KMVBMSKHYEK,DELIVERED,ORIGIN_SCAN,2021-12-10 11:35:13
156,029d380e-81c0-4cd9-9f96-2be95b1766e7,FMFHEPQQSG8YW0ZDQ3VK,DELIVERED,ORIGIN_SCAN,2021-12-11 10:31:31
157,029f4bd0-2c8c-4dc4-9ba6-db9b20cb5c30,GAPXWVPJZ11XNN009ZHB,DELIVERED,ORIGIN_SCAN,2021-12-11 12:08:42
158,02a6fac5-bf27-4b03-986f-93b3e8f46456,BKWTWGTPSE4TFIOFZJRA,DELIVERED,ORIGIN_SCAN,2021-12-09 12:08:58
159,02ad86a2-a1ee-4217-bf74-e47541274fda,KAWENWJQDOGWNQKP4VUL,DELIVERED,ORIGIN_SCAN,2021-12-08 13:35:48
160,02ade2fa-80a2-4cda-932d-6a9ef567d9e8,HBDZ5FD9WXQ1OM9AHYHP,DELIVERED,ORIGIN_SCAN,2021-12-08 15:14:58
161,02ae9996-8b89-47ea-9fe1-9b8a465b8100,b7CIM3wZI38X4iJlxFxa,NEXT_IN_ROUTE,ORIGIN_SCAN,2021-12-10 17:05:35
162,02b06bc2-8cdd-4855-abb8-2a370f2de0e9,TPBMVZXOSTTPWDGNT4C3,DELIVERED,ORIGIN_SCAN,2021-12-11 11:35:30
163,02b1069a-4a89-43c0-a086-584c54276901,G2KYEBN4ZCNYHQLRJJJS,ARRIVAL_SCAN,RETURNED_TO_CLIENT,2021-12-10 12:03:46
164,02b47674-59e1-4e2e-b4b8-a9521e298564,VMJDWX0UYYQMMBQX8ED0,DELIVERED,ORIGIN_SCAN,2021-12-11 17:26:03
165,02b62ebf-5a23-4751-95de-4baaaa745848,ARHWUAWNMVERQZBP9DQB,DELIVERED,ORIGIN_SCAN,2021-12-10 12:53:05
166,02b7f718-60bf-4e40-a8cc-0a455f98d981,AYXI5ULDBSX9IWR0REE1,DELIVERED,ORIGIN_SCAN,2021-12-11 12:24:55
167,02b98641-d3e3-4f2d-be8d-7a7bdfb38035,GQ82OJPDXTESQOWGDL6R,DELIVERED,ORIGIN_SCAN,2021-12-09 19:24:15
168,02bbd76c-c3a4-4b96-8447-c7a7d1128ef3,SA2LZ0NZXW3SP2WETFI7,DELIVERED,ORIGIN_SCAN,2021-12-11 19:57:21
